진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2022,우울증,광주,광주남구,남,0~9세,0,0,0
2022,우울증,광주,광주남구,남,10~19세,108,890,79213710
2022,우울증,광주,광주남구,남,20~29세,247,2336,189728000
2022,우울증,광주,광주남구,남,30~39세,173,1281,95385570
2022,우울증,광주,광주남구,남,40~49세,170,1235,87413180
2022,우울증,광주,광주남구,남,50~59세,157,1225,77242490
2022,우울증,광주,광주남구,남,60~69세,189,1322,74557620
2022,우울증,광주,광주남구,남,70~79세,159,1605,108918080
2022,우울증,광주,광주남구,남,80~89세,51,293,16647590
2022,우울증,광주,광주남구,남,90~99세,0,0,0
2022,우울증,광주,광주남구,남,100세 이상,0,0,0
2022,우울증,광주,광주남구,여,0~9세,0,0,0
2022,우울증,광주,광주남구,여,10~19세,126,832,73529850
2022,우울증,광주,광주남구,여,20~29세,377,2851,214236670
2022,우울증,광주,광주남구,여,30~39세,310,2259,169072540
2022,우울증,광주,광주남구,여,40~49세,294,2455,168378610
2022,우울증,광주,광주남구,여,50~59세,314,2218,134802880
2022,우울증,광주,광주남구,여,60~69세,418,2603,148109220
2022,우울증,광주,광주남구,여,70~79세,370,2438,129450730
2022,우울증,광주,광주남구,여,80~89세,160,1038,51877330
2022,우울증,광주,광주남구,여,90~99세,11,51,1272240
2022,우울증,광주,광주남구,여,100세 이상,0,0,0
2022,우울증,대전,대전유성구,남,0~9세,0,0,0
2022,우울증,대전,대전유성구,남,10~19세,204,1263,89432460
2022,우울증,대전,대전유성구,남,20~29세,669,4532,248503290
2022,우울증,대전,대전유성구,남,30~39세,513,3306,192974540
2022,우울증,대전,대전유성구,남,40~49세,433,2935,177162900
2022,우울증,대전,대전유성구,남,50~59세,290,1787,98400880
2022,우울증,대전,대전유성구,남,60~69세,151,1022,56565460
2022,우울증,대전,대전유성구,남,70~79세,113,687,39166190
2022,우울증,대전,대전유성구,남,80~89세,62,267,13808850
2022,우울증,대전,대전유성구,남,90~99세,0,0,0
2022,우울증,대전,대전유성구,남,100세 이상,0,0,0
2022,우울증,대전,대전유성구,여,0~9세,0,0,0
2022,우울증,대전,대전유성구,여,10~19세,352,2568,176980910
2022,우울증,대전,대전유성구,여,20~29세,1039,7762,474359520
2022,우울증,대전,대전유성구,여,30~39세,853,6642,403247480
2022,우울증,대전,대전유성구,여,40~49세,687,5286,317720710
2022,우울증,대전,대전유성구,여,50~59세,517,3866,222247120
2022,우울증,대전,대전유성구,여,60~69세,438,3042,163828520
2022,우울증,대전,대전유성구,여,70~79세,278,1680,92047020
2022,우울증,대전,대전유성구,여,80~89세,174,940,55195290
2022,우울증,대전,대전유성구,여,90~99세,13,49,1651020
2022,우울증,대전,대전유성구,여,100세 이상,0,0,0
2022,우울증,대전,대전대덕구,남,0~9세,0,0,0
2022,우울증,대전,대전대덕구,남,10~19세,45,398,23670790
2022,우울증,대전,대전대덕구,남,20~29세,114,965,59589130
2022,우울증,대전,대전대덕구,남,30~39세,120,901,53977570
2022,우울증,대전,대전대덕구,남,40~49세,122,902,52498740
2022,우울증,대전,대전대덕구,남,50~59세,151,1285,69757240
2022,우울증,대전,대전대덕구,남,60~69세,164,1518,75717000
2022,우울증,대전,대전대덕구,남,70~79세,263,1600,83653790
2022,우울증,대전,대전대덕구,남,80~89세,81,526,23173990
2022,우울증,대전,대전대덕구,남,90~99세,11,35,1999050
2022,우울증,대전,대전대덕구,남,100세 이상,0,0,0
2022,우울증,대전,대전대덕구,여,0~9세,0,0,0
2022,우울증,대전,대전대덕구,여,10~19세,70,505,33731680
2022,우울증,대전,대전대덕구,여,20~29세,214,1940,120840530
2022,우울증,대전,대전대덕구,여,30~39세,158,1392,88085060
2022,우울증,대전,대전대덕구,여,40~49세,232,1920,113855230
2022,우울증,대전,대전대덕구,여,50~59세,272,2423,132903180
2022,우울증,대전,대전대덕구,여,60~69세,403,4251,220463150
2022,우울증,대전,대전대덕구,여,70~79세,360,2836,135570060
2022,우울증,대전,대전대덕구,여,80~89세,180,1111,50386660
2022,우울증,대전,대전대덕구,여,90~99세,17,153,6622920
2022,우울증,대전,대전대덕구,여,100세 이상,0,0,0
2022,우울증,대전,대전서구,남,0~9세,14,23,1943800
2022,우울증,대전,대전서구,남,10~19세,378,2442,195321540
2022,우울증,대전,대전서구,남,20~29세,949,6775,487989130
2022,우울증,대전,대전서구,남,30~39세,656,4286,282199500
2022,우울증,대전,대전서구,남,40~49세,556,3869,248916610
2022,우울증,대전,대전서구,남,50~59세,442,3250,186729190
2022,우울증,대전,대전서구,남,60~69세,453,3689,200557940
2022,우울증,대전,대전서구,남,70~79세,275,2138,95560930
2022,우울증,대전,대전서구,남,80~89세,139,830,35069260
2022,우울증,대전,대전서구,남,90~99세,0,0,0
2022,우울증,대전,대전서구,남,100세 이상,0,0,0
2022,우울증,대전,대전서구,여,0~9세,0,0,0
2022,우울증,대전,대전서구,여,10~19세,741,5253,420740670
2022,우울증,대전,대전서구,여,20~29세,1821,13369,946642440
2022,우울증,대전,대전서구,여,30~39세,1462,11470,773425520
2022,우울증,대전,대전서구,여,40~49세,1303,10600,637450980
2022,우울증,대전,대전서구,여,50~59세,989,7217,389944230
2022,우울증,대전,대전서구,여,60~69세,1129,8587,434777280
2022,우울증,대전,대전서구,여,70~79세,734,5424,262024100
2022,우울증,대전,대전서구,여,80~89세,387,2212,104658290
2022,우울증,대전,대전서구,여,90~99세,45,267,9417770
2022,우울증,대전,대전서구,여,100세 이상,0,0,0
2022,우울증,대전,대전동구,남,0~9세,0,0,0
2022,우울증,대전,대전동구,남,10~19세,44,172,9611200
2022,우울증,대전,대전동구,남,20~29세,156,988,52938270
2022,우울증,대전,대전동구,남,30~39세,149,1072,56604020
2022,우울증,대전,대전동구,남,40~49세,153,1196,58799030
2022,우울증,대전,대전동구,남,50~59세,198,1386,76571960
2022,우울증,대전,대전동구,남,60~69세,223,1971,91636940
2022,우울증,대전,대전동구,남,70~79세,173,1490,64348130
2022,우울증,대전,대전동구,남,80~89세,82,687,29089710
2022,우울증,대전,대전동구,남,90~99세,10,83,3372900
2022,우울증,대전,대전동구,남,100세 이상,0,0,0
2022,우울증,대전,대전동구,여,0~9세,0,0,0
2022,우울증,대전,대전동구,여,10~19세,86,336,18182780
2022,우울증,대전,대전동구,여,20~29세,346,2456,145912720
2022,우울증,대전,대전동구,여,30~39세,254,1917,103363450
2022,우울증,대전,대전동구,여,40~49세,304,2259,129683460
2022,우울증,대전,대전동구,여,50~59세,357,2809,145936250
2022,우울증,대전,대전동구,여,60~69세,546,4798,238109120
2022,우울증,대전,대전동구,여,70~79세,417,3660,165349510
2022,우울증,대전,대전동구,여,80~89세,182,1337,60798780
2022,우울증,대전,대전동구,여,90~99세,15,122,4048430
2022,우울증,대전,대전동구,여,100세 이상,0,0,0
2022,우울증,대전,대전중구,남,0~9세,0,0,0
2022,우울증,대전,대전중구,남,10~19세,85,677,61748600
2022,우울증,대전,대전중구,남,20~29세,394,2635,180907540
2022,우울증,대전,대전중구,남,30~39세,260,1626,109161680
2022,우울증,대전,대전중구,남,40~49세,304,2403,147004790
2022,우울증,대전,대전중구,남,50~59세,323,2723,169079880
2022,우울증,대전,대전중구,남,60~69세,427,3384,195627270
2022,우울증,대전,대전중구,남,70~79세,356,2648,147389230
2022,우울증,대전,대전중구,남,80~89세,203,1295,58967350
2022,우울증,대전,대전중구,남,90~99세,16,65,2883120
2022,우울증,대전,대전중구,남,100세 이상,0,0,0
2022,우울증,대전,대전중구,여,0~9세,0,0,0
2022,우울증,대전,대전중구,여,10~19세,204,1705,248232870
2022,우울증,대전,대전중구,여,20~29세,690,4954,351694280
2022,우울증,대전,대전중구,여,30~39세,515,3543,218779020
2022,우울증,대전,대전중구,여,40~49세,530,4283,251177590
2022,우울증,대전,대전중구,여,50~59세,678,5544,329512110
2022,우울증,대전,대전중구,여,60~69세,1011,7857,410811120
2022,우울증,대전,대전중구,여,70~79세,889,6446,340289390
2022,우울증,대전,대전중구,여,80~89세,502,3189,166235660
2022,우울증,대전,대전중구,여,90~99세,41,342,15077010
2022,우울증,대전,대전중구,여,100세 이상,0,0,0
2022,우울증,울산,울산남구,남,0~9세,0,0,0
2022,우울증,울산,울산남구,남,10~19세,241,1892,126580920
2022,우울증,울산,울산남구,남,20~29세,655,5017,313192920
2022,우울증,울산,울산남구,남,30~39세,542,3820,221422140
2022,우울증,울산,울산남구,남,40~49세,514,3632,196302400
2022,우울증,울산,울산남구,남,50~59세,470,3739,181745530
2022,우울증,울산,울산남구,남,60~69세,514,4362,192819330
2022,우울증,울산,울산남구,남,70~79세,328,2968,124108770
2022,우울증,울산,울산남구,남,80~89세,127,1201,48212780
2022,우울증,울산,울산남구,남,90~99세,0,0,0
2022,우울증,울산,울산남구,남,100세 이상,0,0,0
2022,우울증,울산,울산남구,여,0~9세,0,0,0
2022,우울증,울산,울산남구,여,10~19세,476,3650,247594930
2022,우울증,울산,울산남구,여,20~29세,1142,8614,510072350
2022,우울증,울산,울산남구,여,30~39세,1099,8395,463280880
2022,우울증,울산,울산남구,여,40~49세,1039,8459,421680930
2022,우울증,울산,울산남구,여,50~59세,1131,9989,477938700
2022,우울증,울산,울산남구,여,60~69세,1262,11989,548416940
2022,우울증,울산,울산남구,여,70~79세,856,8066,363375440
2022,우울증,울산,울산남구,여,80~89세,300,2347,129305330
2022,우울증,울산,울산남구,여,90~99세,21,116,4158560
2022,우울증,울산,울산남구,여,100세 이상,0,0,0
2022,우울증,울산,울산동구,남,0~9세,0,0,0
2022,우울증,울산,울산동구,남,10~19세,18,66,4537840
2022,우울증,울산,울산동구,남,20~29세,31,81,5473610
2022,우울증,울산,울산동구,남,30~39세,29,124,16410010
2022,우울증,울산,울산동구,남,40~49세,39,203,19846590
2022,우울증,울산,울산동구,남,50~59세,33,168,31112700
2022,우울증,울산,울산동구,남,60~69세,34,245,56392410
2022,우울증,울산,울산동구,남,70~79세,34,232,45354030
2022,우울증,울산,울산동구,남,80~89세,0,0,0
2022,우울증,울산,울산동구,남,90~99세,0,0,0
2022,우울증,울산,울산동구,남,100세 이상,0,0,0
2022,우울증,울산,울산동구,여,0~9세,0,0,0
2022,우울증,울산,울산동구,여,10~19세,23,116,22249570
2022,우울증,울산,울산동구,여,20~29세,51,271,52618420
2022,우울증,울산,울산동구,여,30~39세,49,206,15409890
2022,우울증,울산,울산동구,여,40~49세,48,248,20190540
2022,우울증,울산,울산동구,여,50~59세,62,392,50234980
2022,우울증,울산,울산동구,여,60~69세,80,560,58807740
2022,우울증,울산,울산동구,여,70~79세,55,276,13807150
2022,우울증,울산,울산동구,여,80~89세,19,70,5235160
2022,우울증,울산,울산동구,여,90~99세,0,0,0
2022,우울증,울산,울산동구,여,100세 이상,0,0,0
2022,우울증,울산,울산중구,남,0~9세,0,0,0
2022,우울증,울산,울산중구,남,10~19세,84,653,40857090
2022,우울증,울산,울산중구,남,20~29세,148,1344,75331120
2022,우울증,울산,울산중구,남,30~39세,119,792,42443920
2022,우울증,울산,울산중구,남,40~49세,162,1301,68553710
2022,우울증,울산,울산중구,남,50~59세,169,1492,73514960
2022,우울증,울산,울산중구,남,60~69세,220,2170,101042660
2022,우울증,울산,울산중구,남,70~79세,162,1430,60410090
2022,우울증,울산,울산중구,남,80~89세,66,728,35043030
2022,우울증,울산,울산중구,남,90~99세,0,0,0
2022,우울증,울산,울산중구,남,100세 이상,0,0,0
2022,우울증,울산,울산중구,여,0~9세,0,0,0
2022,우울증,울산,울산중구,여,10~19세,172,1536,90468210
2022,우울증,울산,울산중구,여,20~29세,256,2100,116511400
2022,우울증,울산,울산중구,여,30~39세,315,2228,118160120
2022,우울증,울산,울산중구,여,40~49세,301,2667,137052950
2022,우울증,울산,울산중구,여,50~59세,397,3792,181840000
2022,우울증,울산,울산중구,여,60~69세,522,4866,233798550
2022,우울증,울산,울산중구,여,70~79세,397,3431,156720530
2022,우울증,울산,울산중구,여,80~89세,156,1053,44103740
2022,우울증,울산,울산중구,여,90~99세,0,0,0
2022,우울증,울산,울산중구,여,100세 이상,0,0,0
2022,우울증,울산,울산북구,남,0~9세,0,0,0
2022,우울증,울산,울산북구,남,10~19세,12,69,4770800
2022,우울증,울산,울산북구,남,20~29세,42,214,11856260
2022,우울증,울산,울산북구,남,30~39세,43,182,12105450
2022,우울증,울산,울산북구,남,40~49세,28,143,7513570
2022,우울증,울산,울산북구,남,50~59세,31,165,8569960
2022,우울증,울산,울산북구,남,60~69세,29,235,10916170
2022,우울증,울산,울산북구,남,70~79세,0,0,0
2022,우울증,울산,울산북구,남,80~89세,0,0,0
2022,우울증,울산,울산북구,남,90~99세,0,0,0
2022,우울증,울산,울산북구,남,100세 이상,0,0,0
2022,우울증,울산,울산북구,여,0~9세,0,0,0
2022,우울증,울산,울산북구,여,10~19세,38,110,7891410
2022,우울증,울산,울산북구,여,20~29세,111,494,28642080
2022,우울증,울산,울산북구,여,30~39세,109,622,35947620
2022,우울증,울산,울산북구,여,40~49세,126,843,44864690
2022,우울증,울산,울산북구,여,50~59세,76,615,31789500
2022,우울증,울산,울산북구,여,60~69세,55,361,16623820
2022,우울증,울산,울산북구,여,70~79세,63,458,22679800
2022,우울증,울산,울산북구,여,80~89세,22,122,5142690
2022,우울증,울산,울산북구,여,90~99세,0,0,0
2022,우울증,울산,울산북구,여,100세 이상,0,0,0
2022,우울증,울산,울산울주군,남,0~9세,0,0,0
2022,우울증,울산,울산울주군,남,10~19세,18,78,4746370
2022,우울증,울산,울산울주군,남,20~29세,46,426,32379160
2022,우울증,울산,울산울주군,남,30~39세,61,517,33538880
2022,우울증,울산,울산울주군,남,40~49세,63,509,32410580
2022,우울증,울산,울산울주군,남,50~59세,77,789,43002830
2022,우울증,울산,울산울주군,남,60~69세,104,1186,62223390
2022,우울증,울산,울산울주군,남,70~79세,59,568,25747600
2022,우울증,울산,울산울주군,남,80~89세,19,499,44304060
2022,우울증,울산,울산울주군,남,90~99세,0,0,0
2022,우울증,울산,울산울주군,남,100세 이상,0,0,0
2022,우울증,울산,울산울주군,여,0~9세,0,0,0
2022,우울증,울산,울산울주군,여,10~19세,15,252,29311120
2022,우울증,울산,울산울주군,여,20~29세,59,328,22614900
2022,우울증,울산,울산울주군,여,30~39세,52,489,29810170
2022,우울증,울산,울산울주군,여,40~49세,85,947,50959380
2022,우울증,울산,울산울주군,여,50~59세,137,1433,68041740
2022,우울증,울산,울산울주군,여,60~69세,192,2323,108634080
2022,우울증,울산,울산울주군,여,70~79세,123,1503,75726800
2022,우울증,울산,울산울주군,여,80~89세,71,576,29805400
2022,우울증,울산,울산울주군,여,90~99세,0,0,0
2022,우울증,울산,울산울주군,여,100세 이상,0,0,0
2022,우울증,경기,가평군,남,0~9세,0,0,0
2022,우울증,경기,가평군,남,10~19세,11,29,1099110
2022,우울증,경기,가평군,남,20~29세,31,107,5500100
2022,우울증,경기,가평군,남,30~39세,14,64,3260990
2022,우울증,경기,가평군,남,40~49세,24,214,15267830
2022,우울증,경기,가평군,남,50~59세,30,187,11116580
2022,우울증,경기,가평군,남,60~69세,46,197,11873830
2022,우울증,경기,가평군,남,70~79세,47,161,5335100
2022,우울증,경기,가평군,남,80~89세,28,124,3975390
2022,우울증,경기,가평군,남,90~99세,0,0,0
2022,우울증,경기,가평군,남,100세 이상,0,0,0
2022,우울증,경기,가평군,여,0~9세,0,0,0
2022,우울증,경기,가평군,여,10~19세,0,0,0
2022,우울증,경기,가평군,여,20~29세,22,91,4633940
2022,우울증,경기,가평군,여,30~39세,24,135,5433690
2022,우울증,경기,가평군,여,40~49세,43,161,8858460
2022,우울증,경기,가평군,여,50~59세,66,322,20611690
2022,우울증,경기,가평군,여,60~69세,83,424,22588350
2022,우울증,경기,가평군,여,70~79세,75,291,11184410
2022,우울증,경기,가평군,여,80~89세,45,133,3796650
2022,우울증,경기,가평군,여,90~99세,0,0,0
2022,우울증,경기,가평군,여,100세 이상,0,0,0
2022,우울증,경기,양평군,남,0~9세,0,0,0
2022,우울증,경기,양평군,남,10~19세,0,0,0
2022,우울증,경기,양평군,남,20~29세,26,87,5333410
2022,우울증,경기,양평군,남,30~39세,26,122,8362180
2022,우울증,경기,양평군,남,40~49세,49,191,10738170
2022,우울증,경기,양평군,남,50~59세,59,250,12144310
2022,우울증,경기,양평군,남,60~69세,65,329,15408660
2022,우울증,경기,양평군,남,70~79세,83,460,21973260
2022,우울증,경기,양평군,남,80~89세,37,184,7966890
2022,우울증,경기,양평군,남,90~99세,0,0,0
2022,우울증,경기,양평군,남,100세 이상,0,0,0
2022,우울증,경기,양평군,여,0~9세,0,0,0
2022,우울증,경기,양평군,여,10~19세,18,70,5747570
2022,우울증,경기,양평군,여,20~29세,29,102,5112900
2022,우울증,경기,양평군,여,30~39세,47,195,9939840
2022,우울증,경기,양평군,여,40~49세,70,316,17522640
2022,우울증,경기,양평군,여,50~59세,84,571,32399470
2022,우울증,경기,양평군,여,60~69세,136,741,37491320
2022,우울증,경기,양평군,여,70~79세,119,698,33288810
2022,우울증,경기,양평군,여,80~89세,96,499,16801670
2022,우울증,경기,양평군,여,90~99세,0,0,0
2022,우울증,경기,양평군,여,100세 이상,0,0,0
2022,우울증,경기,연천군,남,0~9세,0,0,0
2022,우울증,경기,연천군,남,10~19세,0,0,0
2022,우울증,경기,연천군,남,20~29세,14,46,2911770
2022,우울증,경기,연천군,남,30~39세,0,0,0
2022,우울증,경기,연천군,남,40~49세,0,0,0
2022,우울증,경기,연천군,남,50~59세,25,73,3775170
2022,우울증,경기,연천군,남,60~69세,36,106,4492130
2022,우울증,경기,연천군,남,70~79세,42,117,5503880
2022,우울증,경기,연천군,남,80~89세,20,71,3643550
2022,우울증,경기,연천군,남,90~99세,0,0,0
2022,우울증,경기,연천군,남,100세 이상,0,0,0
2022,우울증,경기,연천군,여,0~9세,0,0,0
2022,우울증,경기,연천군,여,10~19세,0,0,0
2022,우울증,경기,연천군,여,20~29세,13,66,4171750
2022,우울증,경기,연천군,여,30~39세,20,76,4471570
2022,우울증,경기,연천군,여,40~49세,34,126,7790750
2022,우울증,경기,연천군,여,50~59세,27,135,6253870
2022,우울증,경기,연천군,여,60~69세,75,286,13060830
2022,우울증,경기,연천군,여,70~79세,86,221,13507100
2022,우울증,경기,연천군,여,80~89세,56,199,8958720
2022,우울증,경기,연천군,여,90~99세,0,0,0
2022,우울증,경기,연천군,여,100세 이상,0,0,0
2022,우울증,경기,광명시,남,0~9세,16,42,4158800
2022,우울증,경기,광명시,남,10~19세,228,1791,165673970
2022,우울증,경기,광명시,남,20~29세,426,2716,197734010
2022,우울증,경기,광명시,남,30~39세,355,2251,153198010
2022,우울증,경기,광명시,남,40~49세,281,1558,101153710
2022,우울증,경기,광명시,남,50~59세,242,1597,95904620
2022,우울증,경기,광명시,남,60~69세,230,1406,75901420
2022,우울증,경기,광명시,남,70~79세,160,912,48751570
2022,우울증,경기,광명시,남,80~89세,55,395,18267340
2022,우울증,경기,광명시,남,90~99세,0,0,0
2022,우울증,경기,광명시,남,100세 이상,0,0,0
2022,우울증,경기,광명시,여,0~9세,11,25,2601430
2022,우울증,경기,광명시,여,10~19세,337,2210,203132900
2022,우울증,경기,광명시,여,20~29세,891,4942,338210640
2022,우울증,경기,광명시,여,30~39세,813,5306,357598380
2022,우울증,경기,광명시,여,40~49세,702,4836,307729720
2022,우울증,경기,광명시,여,50~59세,551,3799,219260930
2022,우울증,경기,광명시,여,60~69세,635,4490,243102130
2022,우울증,경기,광명시,여,70~79세,405,2653,134363220
2022,우울증,경기,광명시,여,80~89세,201,1311,61231560
2022,우울증,경기,광명시,여,90~99세,20,138,5622290
2022,우울증,경기,광명시,여,100세 이상,0,0,0
2022,우울증,경기,동두천시,남,0~9세,0,0,0
2022,우울증,경기,동두천시,남,10~19세,78,438,28416740
2022,우울증,경기,동두천시,남,20~29세,262,1898,123157900
2022,우울증,경기,동두천시,남,30~39세,89,729,43087390
2022,우울증,경기,동두천시,남,40~49세,88,540,32581710
2022,우울증,경기,동두천시,남,50~59세,101,930,53763020
2022,우울증,경기,동두천시,남,60~69세,95,903,49339550
2022,우울증,경기,동두천시,남,70~79세,63,443,20011260
2022,우울증,경기,동두천시,남,80~89세,32,182,7634150
2022,우울증,경기,동두천시,남,90~99세,0,0,0
2022,우울증,경기,동두천시,남,100세 이상,0,0,0
2022,우울증,경기,동두천시,여,0~9세,0,0,0
2022,우울증,경기,동두천시,여,10~19세,113,734,49750320
2022,우울증,경기,동두천시,여,20~29세,258,2024,117346040
2022,우울증,경기,동두천시,여,30~39세,190,1675,104092270
2022,우울증,경기,동두천시,여,40~49세,214,2319,124134150
2022,우울증,경기,동두천시,여,50~59세,244,2200,121636920
2022,우울증,경기,동두천시,여,60~69세,253,2584,127495540
2022,우울증,경기,동두천시,여,70~79세,223,2237,105127110
2022,우울증,경기,동두천시,여,80~89세,129,919,41102820
2022,우울증,경기,동두천시,여,90~99세,11,89,3176670
2022,우울증,경기,동두천시,여,100세 이상,0,0,0
2022,우울증,경기,부천시,남,0~9세,20,96,9043150
2022,우울증,경기,부천시,남,10~19세,495,4099,369068840
2022,우울증,경기,부천시,남,20~29세,1179,9475,753573240
2022,우울증,경기,부천시,남,30~39세,953,5905,438315800
2022,우울증,경기,부천시,남,40~49세,754,5271,373692850
2022,우울증,경기,부천시,남,50~59세,667,5071,357251930
2022,우울증,경기,부천시,남,60~69세,700,5386,361035500
2022,우울증,경기,부천시,남,70~79세,386,3180,216667230
2022,우울증,경기,부천시,남,80~89세,217,1879,102859820
2022,우울증,경기,부천시,남,90~99세,20,76,4537720
2022,우울증,경기,부천시,남,100세 이상,0,0,0
2022,우울증,경기,부천시,여,0~9세,10,30,5241360
2022,우울증,경기,부천시,여,10~19세,1038,12231,1233391610
2022,우울증,경기,부천시,여,20~29세,2457,19155,1480153570
2022,우울증,경기,부천시,여,30~39세,2044,15518,1164959140
2022,우울증,경기,부천시,여,40~49세,1677,12426,885510120
2022,우울증,경기,부천시,여,50~59세,1606,13246,878934250
2022,우울증,경기,부천시,여,60~69세,1705,13016,792520140
2022,우울증,경기,부천시,여,70~79세,980,7627,485296880
2022,우울증,경기,부천시,여,80~89세,522,4099,286393260
2022,우울증,경기,부천시,여,90~99세,62,299,10132550
2022,우울증,경기,부천시,여,100세 이상,0,0,0
2022,우울증,경기,성남수정구,남,0~9세,32,180,17834630
2022,우울증,경기,성남수정구,남,10~19세,136,1104,102982060
2022,우울증,경기,성남수정구,남,20~29세,358,3060,255727940
2022,우울증,경기,성남수정구,남,30~39세,269,1696,133538610
2022,우울증,경기,성남수정구,남,40~49세,259,1996,120532780
2022,우울증,경기,성남수정구,남,50~59세,253,1895,120855460
2022,우울증,경기,성남수정구,남,60~69세,253,2109,110454180
2022,우울증,경기,성남수정구,남,70~79세,151,1310,76735670
2022,우울증,경기,성남수정구,남,80~89세,94,619,24221370
2022,우울증,경기,성남수정구,남,90~99세,0,0,0
2022,우울증,경기,성남수정구,남,100세 이상,0,0,0
2022,우울증,경기,성남수정구,여,0~9세,0,0,0
2022,우울증,경기,성남수정구,여,10~19세,207,1228,107292990
2022,우울증,경기,성남수정구,여,20~29세,520,3193,241043760
2022,우울증,경기,성남수정구,여,30~39세,489,3333,228875750
2022,우울증,경기,성남수정구,여,40~49세,521,3589,214488070
2022,우울증,경기,성남수정구,여,50~59세,551,4014,226280870
2022,우울증,경기,성남수정구,여,60~69세,633,4976,256946650
2022,우울증,경기,성남수정구,여,70~79세,408,2981,136199670
2022,우울증,경기,성남수정구,여,80~89세,180,1244,53019930
2022,우울증,경기,성남수정구,여,90~99세,23,134,3896270
2022,우울증,경기,성남수정구,여,100세 이상,0,0,0
2022,우울증,경기,성남중원구,남,0~9세,0,0,0
2022,우울증,경기,성남중원구,남,10~19세,89,508,46820260
2022,우울증,경기,성남중원구,남,20~29세,299,1975,151661070
2022,우울증,경기,성남중원구,남,30~39세,266,1524,121747730
2022,우울증,경기,성남중원구,남,40~49세,178,1141,76695340
2022,우울증,경기,성남중원구,남,50~59세,180,1106,71768620
2022,우울증,경기,성남중원구,남,60~69세,187,1285,71441570
2022,우울증,경기,성남중원구,남,70~79세,148,946,43073170
2022,우울증,경기,성남중원구,남,80~89세,59,420,23064780
2022,우울증,경기,성남중원구,남,90~99세,0,0,0
2022,우울증,경기,성남중원구,남,100세 이상,0,0,0
2022,우울증,경기,성남중원구,여,0~9세,0,0,0
2022,우울증,경기,성남중원구,여,10~19세,201,1326,130465550
2022,우울증,경기,성남중원구,여,20~29세,722,5383,425476820
2022,우울증,경기,성남중원구,여,30~39세,481,3956,310830040
2022,우울증,경기,성남중원구,여,40~49세,334,2698,186570440
2022,우울증,경기,성남중원구,여,50~59세,388,2874,177195120
2022,우울증,경기,성남중원구,여,60~69세,434,3044,160359230
2022,우울증,경기,성남중원구,여,70~79세,315,1956,97404300
2022,우울증,경기,성남중원구,여,80~89세,138,927,45981730
2022,우울증,경기,성남중원구,여,90~99세,15,102,3987610
2022,우울증,경기,성남중원구,여,100세 이상,0,0,0
2022,우울증,경기,성남분당구,남,0~9세,30,246,18694380
2022,우울증,경기,성남분당구,남,10~19세,787,6496,517186690
2022,우울증,경기,성남분당구,남,20~29세,1604,12381,988071010
2022,우울증,경기,성남분당구,남,30~39세,1585,10741,861330830
2022,우울증,경기,성남분당구,남,40~49세,1495,10173,770738770
2022,우울증,경기,성남분당구,남,50~59세,1043,6318,429842620
2022,우울증,경기,성남분당구,남,60~69세,699,4157,257393240
2022,우울증,경기,성남분당구,남,70~79세,436,2714,158209750
2022,우울증,경기,성남분당구,남,80~89세,269,1593,96672160
2022,우울증,경기,성남분당구,남,90~99세,29,142,6831560
2022,우울증,경기,성남분당구,남,100세 이상,0,0,0
2022,우울증,경기,성남분당구,여,0~9세,25,160,12714630
2022,우울증,경기,성남분당구,여,10~19세,1331,10479,819739730
2022,우울증,경기,성남분당구,여,20~29세,2992,23219,1797570530
2022,우울증,경기,성남분당구,여,30~39세,3205,22862,1750783520
2022,우울증,경기,성남분당구,여,40~49세,2870,20139,1383294540
2022,우울증,경기,성남분당구,여,50~59세,2182,14010,918713780
2022,우울증,경기,성남분당구,여,60~69세,1737,10408,636932840
2022,우울증,경기,성남분당구,여,70~79세,1174,6619,400832370
2022,우울증,경기,성남분당구,여,80~89세,753,4002,248386730
2022,우울증,경기,성남분당구,여,90~99세,83,493,29132180
2022,우울증,경기,성남분당구,여,100세 이상,0,0,0
2022,우울증,경기,수원권선구,남,0~9세,0,0,0
2022,우울증,경기,수원권선구,남,10~19세,122,801,48175070
2022,우울증,경기,수원권선구,남,20~29세,215,1288,76701010
2022,우울증,경기,수원권선구,남,30~39세,182,1451,97371200
2022,우울증,경기,수원권선구,남,40~49세,167,935,47287350
2022,우울증,경기,수원권선구,남,50~59세,137,730,35305190
2022,우울증,경기,수원권선구,남,60~69세,146,662,32858070
2022,우울증,경기,수원권선구,남,70~79세,91,422,18937600
2022,우울증,경기,수원권선구,남,80~89세,57,180,6851790
2022,우울증,경기,수원권선구,남,90~99세,0,0,0
2022,우울증,경기,수원권선구,남,100세 이상,0,0,0
2022,우울증,경기,수원권선구,여,0~9세,0,0,0
2022,우울증,경기,수원권선구,여,10~19세,176,1023,61674740
2022,우울증,경기,수원권선구,여,20~29세,402,2578,143032590
2022,우울증,경기,수원권선구,여,30~39세,396,2748,152299220
2022,우울증,경기,수원권선구,여,40~49세,347,2210,106964960
2022,우울증,경기,수원권선구,여,50~59세,297,1598,79098960
2022,우울증,경기,수원권선구,여,60~69세,348,1357,56443430
2022,우울증,경기,수원권선구,여,70~79세,231,976,35666440
2022,우울증,경기,수원권선구,여,80~89세,130,563,19259200
2022,우울증,경기,수원권선구,여,90~99세,0,0,0
